Genes,DT_GBLog2FC,DT_GB-Padj,M_Log2FC,S_Log2FC,GB_log2FC,SHAM-1 DTGB,SHAM-2 DTGB,SHAM-3 GTGB,Double_Therapy-GB-1 Counts,Double_Therapy-GB-2 Counts,Double_Therapy-GB-3 Counts,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,rMSG,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,GB-Control_Exp,DT-GB_Exp,Regulated_DT-GB,UP-DT_GB,DOWN-DT_GB,GeneID
Rpl6,0.43470643,0.040022051,0.32529893,0.76096855,0.700592838,530.5021516,596.5937488,544.0528221,725.2062218,743.3392365,790.7968945,5204.518295,6016.127644,4766.841893,5982.742722,6629.495149,7132.443601,6538.350865,7223.743014,3249.833895,3365.875939,3691.295827,5835.770651,6356.902997,5273.213258,491.5393534,559.0438336,503.514517,905.8587234,931.3368461,689.9751614,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000029614
Wasf3,-0.34870821,0.117931361,0.439912353,-0.712159196,-0.964504523,1515.062568,1543.177864,1747.833248,1084.482699,1356.059757,1332.623582,1430.025077,1146.67707,1357.497897,1095.6502,1711.482513,1635.485403,1611.785327,1867.721153,931.9746629,953.8705516,1039.093491,593.9419342,545.0413219,645.8895166,1403.788605,1446.049462,1617.599208,709.2179007,754.5346452,823.6455631,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000029636
Flt1,-0.139026441,0.680856427,-0.760121323,-0.569616285,-0.763794669,57564.0885,71739.55086,62014.39481,51755.77247,68517.82848,53472.89268,53650.67597,56545.84029,62006.67304,67039.92553,38199.58392,37675.53832,28389.91178,36994.00823,69295.23489,55500.80817,76411.08059,44417.53994,53003.83424,38150.2926,53336.28668,67224.2269,57393.59632,26971.25525,46765.07507,31065.59106,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000029648
Hsph1,-0.591282659,0.000773801,2.300975065,0.589557189,-0.808976702,2003.198229,2007.571862,2505.439515,1347.762022,1512.802216,1462.59447,1021.88819,905.822526,1216.741835,2080.002044,7642.269337,3291.481843,8682.400184,6127.052164,626.0132185,776.6727874,987.7673,1170.414988,1266.98202,1158.692288,1856.073079,1881.214264,2318.754937,1263.745021,1098.316702,1094.917849,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,ENSMUSG00000029657
Zkscan1,-0.225976206,0.35477755,-0.467128584,-0.413425778,-0.666204724,2439.757291,3066.017306,2683.400718,2224.092476,2403.384369,2375.766551,691.8229428,713.8370195,758.1963133,747.158629,483.4496995,485.7877434,538.5112217,599.8332581,686.4003456,606.5276705,713.3293014,494.9516118,502.0117439,508.1493891,2260.569006,2873.040611,2483.455947,1472.184293,1621.579782,1705.280492,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000029729
Asns,-0.068502099,0.917711877,2.80090134,1.368765286,0.671693983,210.9114457,232.1969988,231.3495645,234.7653169,226.8015881,182.2968295,379.5363854,461.6378769,428.7981064,431.509196,2925.400006,2797.057873,2462.658046,3669.795319,282.8130456,384.3692796,297.4824106,876.9377969,944.7382914,672.8791362,195.4210277,217.5824012,214.1113133,394.5925843,316.1009046,289.9468271,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000029752
Akr1b8,1.764338877,0.005125003,0.95996988,1.708237485,3.722310723,11.05212816,22.03329186,13.98266599,52.27567785,45.12282905,63.29751023,47.15217823,55.85032915,57.31819019,48.35092471,70.57659847,100.3961336,118.697369,117.1348208,58.37422294,65.23698781,70.18070954,237.5767737,240.0094242,156.3536582,10.2404032,20.64650522,12.94079366,280.5409071,147.3351674,158.2421666,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000029762
Ahcyl2,-0.279365724,0.173540486,-0.325771227,-0.765321966,-0.534161539,1964.51578,1938.929684,1921.980998,1663.317023,1670.732118,1467.658271,1387.510818,1248.778453,1253.01917,1172.281854,1116.286532,1047.142469,972.0689802,902.3242788,1041.677944,1364.687259,1314.578962,698.7552167,662.6555019,827.3714413,1820.231668,1816.892459,1778.77091,1009.42289,1592.112748,1135.215543,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000029772
Gars1,-0.007587647,0.987938372,0.933793871,0.686416752,0.474847572,1240.601386,1282.168099,1224.11885,1368.672293,1072.260911,1284.517474,2376.160588,2930.396958,2743.292116,3430.17881,5093.277856,5405.198291,5590.021359,5838.720298,1733.11055,1779.030289,2117.990966,3031.433048,3419.417136,2608.686333,1149.485259,1201.467784,1132.907663,1726.506424,1776.951413,1339.652628,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000029777
Tra2a,0.521317214,0.005939737,2.162117434,0.450785686,1.19606867,1187.182766,1015.226294,1202.509275,1559.716134,1490.240802,1832.25193,539.5445968,597.7730542,626.1468119,1054.597528,3553.531733,1904.287954,4465.519968,2686.377703,592.8002985,543.0538445,569.8254625,709.2365449,856.7667096,763.1547602,1099.989977,951.3274328,1112.908255,2752.971518,2164.48755,2332.351935,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000029817
Ptn,-0.368416464,0.064035352,-1.290623822,-0.900586946,-1.550721044,10981.21034,13721.65622,10823.85463,9951.388129,8320.412189,9249.032195,21720.92145,27623.22374,16882.74643,30737.50389,9018.513007,9165.195425,11453.67139,9998.937229,9530.095122,12173.75087,11261.3852,5312.868831,4475.076117,7869.800796,10174.69394,12858.00817,10017.35073,3467.433174,3921.794274,3891.184707,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000029838
Clec5a,2.50900348,1.06E-08,1.847778721,1.76471143,2.815948429,15.65718156,29.66020058,31.77878634,167.2821691,86.6833295,180.6088959,17.00570362,30.54314876,27.57077503,27.36844795,70.57659847,110.1118885,64.97119148,122.2836041,21.13549451,37.02639849,21.99693881,102.4840984,66.93489919,105.1664487,14.50723786,27.79337241,29.41089468,153.3798417,175.0163201,172.0023551,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000029915
Mkrn1,-0.067010419,0.893273233,-0.667586667,-0.346725525,-0.589818863,728.5194478,770.3177808,840.2311107,761.3239629,843.0844376,629.5992351,1802.604584,2309.934707,2042.413992,2514.248085,1340.955371,1462.760872,1304.421614,1347.694037,1471.432999,1578.02984,1666.529983,1265.911534,1141.718138,1301.085799,675.013244,721.8335863,777.6240554,428.6769936,471.4725357,542.5445714,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000029922
Prickle2,-0.845749805,5.24E-07,0.382332329,-0.742798877,-2.061166763,2165.296108,2029.605154,2401.205096,1112.046238,1141.132598,1413.644395,422.823631,417.1321459,397.5995978,343.9301626,494.0361893,464.197177,514.7717479,590.8228873,513.2905811,429.3299063,487.0750737,249.2226939,235.22836,368.5479086,2006.265659,1901.860769,2222.287202,481.1145463,366.9985079,621.1742194,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000030020
Mogs,0.54139901,0.128272628,0.616731284,0.971342827,1.096897876,139.0726127,161.0125174,156.3516288,260.4279224,187.6159734,215.2115348,282.1400828,373.4990762,356.968982,411.4390008,612.84013,484.708215,568.4979254,516.165529,332.1291995,402.8824788,310.0520899,730.1992014,721.9406984,600.2863663,128.8584069,150.8783074,144.7016018,365.7519303,238.4150891,305.6727567,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000030036
Gxylt2,-0.478226257,0.472081767,-0.818755063,-1.042197783,-1.253616312,111.4422923,183.0458093,104.2344192,137.8176962,67.68424358,81.0208131,62.61190879,75.0488798,50.78826979,62.94743028,25.8780861,35.62443451,46.22950163,34.75428749,66.4258399,110.1976146,87.98775524,50.07745719,35.37987528,43.74179723,103.2573989,171.5248126,96.46773456,58.99224682,43.75408002,54.05788302,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000030074
Sec61a1,0.097337109,0.84107031,0.787419957,0.404033314,0.702185333,676.9428497,841.5022622,662.2699072,876.3304541,669.7177786,787.4210273,2367.657736,3062.168828,2500.959514,2941.195873,4554.543154,4268.454972,4934.062214,5005.904594,2432.594773,2589.203151,2536.980276,3463.496691,3366.825429,3173.606991,627.2246958,788.5376801,612.9230452,1267.677837,970.626224,1067.397472,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000030082
Klf15,-0.573106335,0.27823282,1.370840808,-0.729391159,-1.695655727,183.2811253,156.7753459,132.1997512,125.4616268,130.6187157,63.29751023,167.7380766,136.1351773,274.9822036,355.7898233,596.372257,573.2295372,654.7096987,592.1100831,624.0003142,515.7248361,689.2374161,451.8617068,223.7538059,428.111207,169.8200197,146.9078256,122.3493219,41.95004218,47.32584165,46.19491821,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000030087
Grip2,-0.672379702,0.009396449,0.638564365,-0.942633111,-2.090956214,314.9856525,327.1096407,297.4494401,196.7466421,180.4913162,211.8356676,263.5884062,229.5099464,273.5311102,153.2633085,328.1811829,329.2561372,374.833797,402.8922957,296.9033753,290.0401215,296.4349373,160.7136998,113.7893286,185.2046308,291.8514911,306.5211929,275.2859742,38.01722573,67.86347105,97.30418943,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000030098
Itpr1,-0.674745418,2.58E-05,0.397753075,-0.808722171,-1.227887471,10390.84249,11295.45182,13492.00153,7770.066662,7542.637109,6723.039554,2592.596816,2464.395774,3462.308906,2329.967202,3746.441102,3240.744012,3547.177166,3762.473419,3844.647097,4024.416883,3739.479598,2091.607282,1966.929823,2567.736565,9627.685738,10584.51031,12486.68945,4134.701033,4843.308776,4979.222461,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000030102
Ret,-0.454321898,0.153562437,-2.311833962,-0.430387422,-1.145349123,757.0707789,1071.156958,589.8142744,590.2399263,630.5321639,547.7344552,1517.372555,2055.990242,1855.222941,1230.667876,350.530439,429.6522708,262.3836579,297.3422374,653.1874257,840.1466133,763.6080187,609.0816305,528.7857036,538.8617148,701.4676189,1003.737792,545.8662053,207.1283333,400.9302434,407.8912991,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000030110
A2m,0.765541766,0.0229292,1.799886647,0.433533283,1.538600732,219.2005418,247.4508163,284.7379256,358.32601,308.7351462,605.9681646,74.20670672,67.19492726,106.6553666,46.52636151,243.4892647,300.1088726,213.6552643,272.8855166,288.8517584,327.06652,346.7136546,456.5200749,460.8945915,383.4387332,203.1013301,231.8761355,263.5216164,908.480601,641.1312133,479.6408529,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000030111
Clec4e,6.420031264,1.20E-06,7.606940957,4.327719518,6.754074116,0,0.847434302,1.271151453,88.39341891,34.43584323,46.41817417,1.545973057,3.490645572,2.902186845,1.824563197,341.1202259,384.3120814,406.0699467,773.6046955,4.025808479,7.934228248,6.28483966,160.7136998,76.49702764,133.0867448,0,0.794096355,1.176435787,53.74849155,58.93406696,85.50974223,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000030142
Clec4d,6.105421126,0.000460002,6.011038049,3.372633473,5.568160938,0.92101068,0,0,34.21680732,7.124657219,32.07073852,1.545973057,1.745322786,7.981013825,12.77194238,330.5337362,262.3253814,332.3526333,616.5668039,14.09032968,22.03952291,48.18377073,379.657001,241.9218499,247.5599588,0.853366933,0,0,23.59689873,16.07292735,7.862964802,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,ENSMUSG00000030144
Gabarapl1,-0.545907354,0.032851882,-0.37459954,-0.372464017,-0.929330703,943.1149362,1321.997512,915.2290465,861.1229842,673.2801072,645.6346044,3804.639692,4449.700443,3190.22889,4035.021509,2888.935431,3102.564388,2999.919822,2946.391261,2295.717285,2477.242375,2688.863901,2039.200641,1787.161808,1938.599226,873.8477394,1238.790313,847.0337669,504.711445,490.2242843,560.2362422,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000030161
Klra2,4.114295104,4.71E-17,5.25197192,2.897639166,4.376002752,24.86728836,6.779474418,6.355757267,309.8521996,116.3694012,242.2184725,8.502851811,5.235968358,4.353280268,2.736844795,123.5090473,179.2017009,211.1563723,289.6190624,4.025808479,11.46055191,12.56967932,73.36929775,55.46034504,80.96885871,23.04090719,6.352770837,5.882178937,235.9689873,183.0527837,328.2787805,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000030187
Ybx3,0.187168411,0.509036201,0.977937232,0.954256286,0.554951128,1091.397656,1292.337311,1086.834493,1322.099416,1369.121629,1263.418304,3095.811046,3839.710129,3583.475207,3802.389702,7254.098046,6700.632273,6568.337569,7683.271926,2202.117238,2195.136482,2619.730665,4845.867428,5001.949395,3747.834414,1011.239816,1210.996941,1005.852598,1768.456466,1481.388138,1496.911924,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000030189
Etv6,0.480394777,0.022408691,1.708107327,0.487742314,0.88242889,662.2066788,715.2345511,563.1200939,947.6154694,902.4565811,861.690106,701.0987812,806.3391272,600.0271303,881.264024,2411.367114,2056.501447,2567.611509,2724.993578,936.0004713,936.2389332,837.9786214,1425.460642,1105.382049,1272.234826,613.5708248,670.2173233,521.1610538,1030.397911,1161.715471,1138.164155,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000030199
Lrp6,-0.28417807,0.160163122,-1.066414447,-0.70129694,-0.567853806,5617.244137,6273.55614,5512.983853,4942.427724,5082.255483,4271.315991,2301.180895,2515.882796,2624.302455,2895.581793,1253.910899,1214.469358,1298.174384,1168.773816,2930.788573,2823.703675,2722.383046,1690.987624,1602.612729,1919.055019,5204.684924,5878.695313,5102.20201,3821.386655,3515.506388,3584.529079,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000030201
Plbd1,3.123209441,1.67E-15,0.889089542,1.996338685,3.466599959,21.18324564,28.81276628,36.86339215,391.5923504,192.3657449,165.4174934,41.74127253,65.44960448,33.37514872,58.38602229,64.69521526,92.8394354,134.9401669,74.6573583,42.27098903,77.57912064,73.32312937,320.2628076,180.7242278,271.7575488,19.62743946,26.99927606,34.11663783,242.5236814,279.4903479,358.7477691,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000030214
Arhgdib,0.621341374,0.016025884,-0.343952929,0.748584464,0.590105666,347.2210263,450.8350488,308.8898032,575.9829232,496.3511196,632.9751023,1609.357952,2057.735565,1595.477218,1698.668336,1179.805471,1505.942004,1386.885049,1410.766633,829.3165466,993.5416928,909.2068042,1455.740035,1525.159489,1610.070409,321.7193337,422.4592606,285.8738963,433.9207488,625.058286,492.4181708,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000030220
Dera,0.276993912,0.741169457,-0.564252118,0.602686922,1.208489185,75.52287575,56.77809825,68.64217848,98.84855448,83.12100089,61.60957663,148.4134134,158.8243735,131.3239547,126.8071422,91.74957801,123.0662283,74.9667594,91.39090413,118.7613501,114.6055191,99.50996129,151.3969636,174.0307379,179.6205716,69.97608851,53.20445576,63.52753251,192.7080063,103.5810874,136.6190134,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000030225
Slco1c1,-0.133210595,0.758053942,-3.746732214,-0.704640527,-0.978021923,10746.35261,12048.82091,9546.347415,9229.033308,12552.45858,7713.856581,36787.97485,49961.61007,37264.80464,63177.32525,2418.424774,6605.633781,3102.374393,1817.520516,30127.13775,28838.27494,24249.00636,17522.45165,12471.88414,21065.86341,9957.085374,11290.46197,8835.032763,3886.933596,7086.375082,4296.127394,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000030235
Slco1a4,-0.002782602,0.996237003,-3.430013811,-0.975240473,-0.83166515,23716.02501,27683.98379,23881.12236,22910.05343,31506.42167,20725.29278,50343.06662,66838.88142,41182.75688,60824.551,5333.238291,8861.847967,3550.925503,2589.838016,57896.15819,51561.02306,38974.38568,25662.94992,15709.62084,34127.90861,21974.19852,25941.53971,22101.69914,9780.914523,17340.90273,12216.09869,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000030237
Golt1b,-0.019986471,0.980514747,0.996376968,0.497238837,0.705534543,291.0393748,341.5160238,233.8918674,357.3755431,270.7369743,228.7150036,504.760203,624.8255574,590.595023,728.0007155,1137.459512,1062.255865,1390.633387,1292.344616,421.7034382,440.7904582,487.0750737,678.9571522,627.2756267,599.3556897,269.6639508,320.0208309,216.4641849,578.1240188,331.2808916,410.8399109,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000030245
Rassf8,-0.129285444,0.755894257,-1.457379057,-0.488054744,-0.777205472,1111.659891,1291.489877,1299.116785,904.8444602,1300.249942,1180.709558,1409.927428,1517.558163,1250.116984,1268.983703,471.6869331,513.8554796,517.2706398,480.1240456,1259.071602,1036.739158,1176.31249,800.0747231,789.8318104,884.14271,1030.013888,1210.202844,1202.317375,498.1567509,848.2933881,658.5233022,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000030259
Tnfrsf1a,0.348581984,0.23727875,1.848110192,0.682975122,0.672570567,677.8638604,926.2456924,606.3392433,983.7332105,954.7040673,881.1013425,2724.777512,3599.728246,3558.806619,3023.301217,11640.43364,11453.79546,11080.08704,12294.0074,3875.847113,5386.459399,5252.031009,7957.657326,8390.767719,6954.94576,628.0780627,867.9473155,561.1598705,1050.061993,1167.073114,1065.431731,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000030341
Tspan9,-0.334876752,0.154784617,-1.583396612,0.603665802,-0.510122188,982.7183954,999.9724767,814.8080816,728.0576224,748.089008,744.3787204,3179.293591,3673.031803,3397.009702,2592.704302,1100.994936,1239.29851,978.3162101,965.3968746,2443.665747,2087.58361,2448.992521,3374.987696,4136.57677,3093.568809,910.5425175,937.0336984,754.0953397,643.6709598,542.014828,643.7802432,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,ENSMUSG00000030352
Siglece,1.058214456,0.600556647,3.215614907,2.053141612,2.182789165,7.368085439,12.71151453,0,16.15793679,14.24931444,12.65950205,16.23271709,24.43451901,15.23648094,16.42106877,115.2751108,193.235569,178.6707766,181.4946124,10.0645212,24.68426566,27.23430519,123.4467549,70.75975057,64.21668104,6.826935464,11.91144532,0,19.66408227,44.64702043,23.58889441,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,ENSMUSG00000030474
Rhpn2,-0.454302065,0.070809517,-2.936366271,-0.791603899,-1.527372429,443.006137,426.259454,438.5472514,307.000799,345.5458751,302.9840823,1072.905301,1300.265476,1261.725731,1479.720752,138.8006437,208.3489655,148.6840728,171.1970458,749.8068292,460.1852384,521.6416918,244.5643258,326.0685803,428.111207,410.4694948,399.4304663,405.8703466,141.5813924,146.442227,133.6704016,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000030494
Prmt3,0.379777811,0.285353714,0.406065532,1.174028993,0.703240702,247.7518729,236.4341703,185.5881122,310.8026665,287.3611745,275.9771446,242.7177699,284.4876141,260.4712694,252.7020027,329.3574595,328.1766088,364.8382291,356.5532457,144.9291052,181.6056688,157.1209915,391.3029213,354.7549657,348.0730248,229.555705,221.5528829,171.7596249,344.7769092,351.8185209,320.4158157,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000030505
Snrpa1,-0.154755762,0.836073746,0.732317092,1.312712113,0.749893704,148.2827195,133.8946198,120.7593881,138.768163,99.74520107,123.2191533,415.8667522,518.3608675,374.382103,498.1057527,825.7462021,707.0910487,693.4425244,772.3174997,275.7678808,340.2902337,317.3844028,774.4536985,873.9785408,671.9484596,137.3920762,125.467224,111.7613998,199.2627004,268.775063,162.173649,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000030512
Tjp1,-0.132665593,0.651260407,-1.216637759,-0.627947644,-0.673022094,14083.17431,17291.89694,14789.84716,13249.50817,15266.95298,13596.3052,12501.51112,14208.6728,14987.61842,15969.48938,6241.323858,6644.496801,6179.759866,5746.042198,17781.99605,14881.96745,14919.16188,9886.221724,9600.376969,11303.06654,13048.83377,16203.53611,13687.83039,7419.913711,10588.48736,8920.533568,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000030516
Tyrobp,1.427915861,0.004688473,0.470463942,0.904761716,1.978542809,41.44548059,50.84605814,41.94799796,166.3317023,55.80981488,138.4105557,429.7805097,737.3988771,502.8038709,570.175999,672.8302387,744.8745398,849.6232732,835.3900955,301.9356359,591.5407949,583.4426151,996.8907758,731.5028268,1037.704339,38.40151199,47.64578127,38.82238098,149.4470253,158.0504523,185.7625435,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000030579
Sytl2,0.176367854,0.634464523,-0.697290171,-0.698309784,1.34920326,578.394707,739.8101459,753.7928119,779.3828334,854.9588663,707.244181,274.4102175,255.6897882,206.7808127,171.5089405,118.8039408,186.7583991,161.1785327,92.67809996,240.5420566,242.434752,215.779495,135.0926752,109.9644772,185.2046308,535.9144339,693.2461175,697.6264219,2240.39444,1185.824862,1485.117477,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,ENSMUSG00000030616
Ppp4c,0.349646099,0.233156305,0.808080644,0.530045404,0.641896732,365.6412399,387.2774761,331.7705293,515.1530435,428.666876,439.7067044,1348.861492,1758.412707,1324.848295,1569.124349,2412.543391,2471.040321,2561.364279,3060.95169,1230.890942,1284.463395,1361.71526,1862.182652,2067.332172,1668.703031,338.7866724,362.902034,307.0497405,525.6864661,519.6913177,530.7501242,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000030697
Coro1a,2.12739961,2.01E-17,0.945913878,2.076432005,2.558305063,93.02207867,69.48961279,99.14981337,420.1063565,318.2346891,397.5083643,232.668945,200.7121204,186.4655048,160.5615613,342.2965026,492.2649133,374.833797,293.4806499,123.7936107,275.9348268,203.2098157,1069.095481,672.2176304,805.9658809,86.19006023,65.11590107,91.76199141,347.3987868,510.7619137,565.1505952,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000030707
Il21r,2.387741738,2.39E-07,1.090505883,1.225578298,2.472718412,30.39335244,33.89737209,35.5922407,219.557847,67.68424358,232.9348377,23.96258238,58.46831333,23.94304147,27.36844795,70.57659847,56.13547257,78.71509737,78.5189458,15.0967818,37.02639849,26.18683192,40.76072097,80.32187902,62.35532797,28.16110879,31.76385418,32.94020204,131.0938818,167.8727968,214.2657909,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000030745
Il4ra,0.754702359,0.000232845,3.635721217,1.118905774,1.07873853,413.5337953,491.5118953,369.9050729,763.2248966,727.9024792,665.0458409,657.8115356,801.9758202,1071.632493,855.7201392,11099.34639,9876.604587,9388.337169,11745.66197,2034.039734,2508.097707,4232.839511,6147.881315,8540.893136,4367.664987,383.1617529,460.5758856,342.3428141,751.1679429,967.0544624,789.245092,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000030748
