Genes,M_Log2FC,S_Log2FC,GB_log2FC,H-GBM_log2FC,H1,H2,H3,H4,M1,M2,M3,M4,M_AdjP,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,S_AdjP,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,GB_AdjP,Mus_GeneID,H-GB-Control-1,H-GB-Control-2,H-GB-Control-3,H-GBM-1,H-GBM-2,H-GBM-3,H-GBM-4,H-GBM-5,H-GBM-6,H-GBM_Padj_Value,MSG_Genes,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,H-Control-GBM,H-GBM,H-GBM-Regulated,HBM-UP,HBM-DOWN
Rcc1,0.637890911,0.843174297,1.614307861,#N/A,127.5427772,123.0452564,93.59552576,139.5790845,225.8451151,164.0883044,218.6530482,142.8787374,0.01201673,107.6903768,96.09231989,113.1271139,235.2475896,177.8555893,156.3536582,0.002259235,32.42794345,24.61698699,47.05743149,140.2704536,84.82933881,91.40696583,0.000299637,ENSMUSG00000028896,81.10239161,35.60285815,12.52107361,296.5467837,473.9565925,65.0525238,154.1993506,235.3400728,199.1168885,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0
Ptpru,1.331998645,-0.731776232,-0.779786594,#N/A,229.5769989,212.9293799,615.9891579,252.7020027,1015.126741,1100.039357,639.7163469,547.0582289,0.013380083,849.445589,1147.818353,732.1838204,630.044287,401.6093951,613.3158378,0.01442091,189.4474591,175.4952944,199.9940838,110.1188607,125.0116572,93.37270703,0.016849157,ENSMUSG00000028909,79.17138229,7.963797218,0,1.497711029,125.8471466,13.31783952,19.12999463,30.2912965,0,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Pgd,0.737111846,1.120805214,0.777275745,#N/A,1057.445571,1384.913631,1126.048496,1185.966078,1775.001451,1708.893328,2293.982838,2147.042649,2.79E-06,757.8584461,862.1861362,861.0230335,1878.486941,1943.024502,1575.635377,1.36E-14,194.5676607,204.8768595,205.8762628,280.5409071,414.3243495,340.0732277,0.004365411,ENSMUSG00000028961,600.5438998,787.0105486,1146.930343,1310.49715,3080.210403,804.1926171,2117.052739,1110.292522,630.5368134,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0
Tnfrsf9,2.842079369,1.696853403,6.212764914,#N/A,6.956878755,6.981291144,55.86709677,6.385971188,110.5700043,185.6788708,109.9512471,142.8787374,0.002202318,14.09032968,52.01327407,60.75345005,105.9778745,208.4544003,96.79035983,0.005308403,5.120201598,3.176385418,0,270.0533966,226.8068638,172.9852257,3.88E-27,ENSMUSG00000028965,45.37871911,0,138.566548,70.39241834,23.3426159,0,28.40514354,16.31069812,0,#N/A,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
Abcb1b,2.030123736,0.489256988,1.076848819,#N/A,166.1921036,162.3150191,243.783695,160.5615613,679.8878986,743.7950115,704.6875383,871.4315788,4.19E-30,391.5098746,454.8957529,474.5053944,741.8451217,541.2164706,573.2967467,0.035553672,126.2983061,143.7314402,125.8786292,289.7174788,300.9209177,245.7176501,3.95E-05,ENSMUSG00000028970,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Dnajc2,0.742927205,1.000357054,1.217542849,#N/A,424.369604,451.1659402,498.4505907,495.3689079,846.9191816,652.0351044,765.9103918,864.9955996,3.90E-07,397.5485873,420.5140971,373.9479598,775.6182905,875.8909665,734.3037876,1.13E-11,630.6381635,685.305154,796.447028,1877.264388,1661.7621,1371.104487,5.77E-10,ENSMUSG00000029014,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Atad3a,0.626328852,1.075666512,0.826789042,#N/A,360.9847087,407.5328706,314.8872727,325.6845306,583.433214,596.9791602,456.0477863,536.7606623,0.000132309,326.0904868,389.6587651,349.8560744,917.6985179,721.9406984,609.5931316,2.63E-07,170.6733866,159.6133673,167.0538818,317.247194,278.5974075,286.9982153,0.001242388,ENSMUSG00000029036,123.5845967,9.369173198,2.504214723,152.7665249,158.3238296,93.22487663,143.1851113,83.88359032,84.80904508,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0
Cd38,0.864579263,0.958677112,0.843193904,#N/A,652.4006299,858.6988108,613.0869711,675.0883828,1008.069081,1035.267658,1334.408317,1719.693633,5.95E-05,473.0324963,574.7907575,471.3629745,1026.005576,939.0010143,991.1705118,9.27E-11,384.8684868,490.7515471,335.2841994,770.8320251,650.9535578,755.8274916,0.000274758,ENSMUSG00000029084,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Prom1,-1.089259642,-0.988849161,-1.222657968,#N/A,11700.69708,13965.20027,9370.435777,13461.62726,6503.633549,5322.074611,5476.321774,5491.177423,3.01E-12,10365.45038,7963.320418,8807.155311,3782.594906,4729.428734,5158.740044,4.70E-08,6152.775587,6682.320824,6009.234002,2100.123987,3473.538189,2497.474195,2.76E-09,ENSMUSG00000029086,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Emilin1,1.499995237,0.765097659,0.859868381,#N/A,524.8578527,554.1399846,584.7906493,335.7196282,1293.904305,1295.433982,1266.938234,1803.361362,2.09E-13,682.3745372,1007.646987,1082.039895,1426.625234,1445.793822,1838.08616,0.001902853,314.8923983,412.136008,338.8135067,694.7975737,583.9830272,658.5233022,0.000101226,ENSMUSG00000029163,2.896513986,90.88098002,8.34738241,0,51.75971353,9.220042743,74.20119128,22.13594745,62.68494636,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ppat,0.615649054,0.734333965,0.791773368,#N/A,232.668945,299.3228578,275.7077503,266.3862267,397.5815047,370.2782133,454.7983403,423.487429,7.50E-05,194.2452591,214.2241627,186.4502433,354.0359764,327.981006,309.9152868,4.43E-05,174.9402213,179.4657761,184.7004186,373.6175632,231.2715658,330.2445217,0.007588434,ENSMUSG00000029246,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Sparcl1,-0.368411821,-0.831187763,-1.128712063,#N/A,51098.27445,47436.128,53223.9301,58504.6189,43789.25052,38519.72946,40012.25838,40555.6791,0.002140509,43267.37663,43280.33351,47221.14279,21378.41585,20936.28025,32870.56461,0.000186776,39737.8846,46334.72819,42377.56993,17549.53796,21468.0733,19723.26434,1.57E-12,ENSMUSG00000029309,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Plac8,5.250485463,3.695774443,6.970339242,#N/A,42.51425906,53.23234498,10.15765396,21.89475836,764.5798167,1392.591531,1518.076878,1181.645775,2.79E-23,6.038712718,40.55272215,9.427259491,281.8312707,218.9727416,229.8771046,5.71E-05,1.706733866,2.382289064,0,192.7080063,146.442227,229.0088499,5.05E-20,ENSMUSG00000029322,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Abcb9,-0.67844158,-0.528041067,-1.691648339,#N/A,257.4045139,264.4164021,243.0581483,213.473894,154.09224,184.5993425,132.4412749,139.0171499,0.000304971,277.780785,254.7768848,237.7764338,185.1701324,152.0378424,197.3034258,0.025633135,68.26935464,73.05686462,104.7027851,24.90783755,19.64468899,31.45185921,0.000397435,ENSMUSG00000029408,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Sdad1,1.078369855,0.668752824,0.979477171,#N/A,228.0310258,286.2329369,274.2566569,250.8774395,435.2223572,519.2531212,622.224103,619.1411956,1.98E-10,228.4646312,265.3558558,262.9157925,423.9114981,404.4780337,375.9933209,0.000106637,246.6230436,258.0813152,256.4630016,524.3755273,487.545463,489.469559,2.72E-06,ENSMUSG00000029415,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ran,1.091077183,1.094799641,0.840294129,#N/A,2162.04332,2811.715008,2302.885262,2925.687086,5021.524981,4901.058566,5606.264157,6202.996718,1.92E-13,1474.452355,1564.806127,1663.387563,3408.760865,3753.135419,2882.305235,1.38E-13,543.5947363,602.7191331,470.5743149,1139.205833,894.7262893,866.8918695,0.000104462,ENSMUSG00000029430,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Mmp17,0.679038739,-0.630060562,-1.060660793,#N/A,452.9701056,366.5177851,469.4287222,255.4388475,586.9620439,587.2634053,722.1797822,579.2381248,0.002843365,252.619482,253.8953039,260.8208459,165.3720679,132.9135855,197.3034258,0.010881989,378.8949183,371.6370939,470.5743149,217.6158438,146.442227,222.1287557,7.10E-05,ENSMUSG00000029436,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Pus1,0.876020565,1.111739083,1.030236386,#N/A,166.9650901,182.3862311,166.8757436,159.6492797,294.0691603,304.4269858,346.0965392,296.0550415,2.37E-09,130.8387756,143.6976894,129.8866863,295.8063751,329.8934317,249.4213119,6.07E-08,48.64191518,65.11590107,52.93961043,150.7579641,75.89993472,115.9787308,0.022239573,ENSMUSG00000029507,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Cabp1,1.129929994,-0.530311935,-1.238116701,#N/A,255.0855543,192.8581679,317.7894596,152.3510269,544.6160848,545.1618009,428.5599746,494.2831998,1.84E-06,257.6517426,223.0399719,247.2036933,157.2199237,154.906481,190.7886901,0.022455401,198.8344954,196.9358959,215.2877491,51.12661391,106.2599086,99.26993063,0.000347821,ENSMUSG00000029544,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Tmem106b,-0.289904721,-0.44249438,-0.990040965,#N/A,2443.410416,2550.789252,2395.755241,2485.055074,1896.157945,2132.068429,2268.993918,1778.904641,0.0386184,2266.530174,2189.846996,1956.680081,1555.894949,1386.508626,1776.661509,0.011939389,3495.390958,4015.745265,3563.424,1887.751898,1954.646554,1733.783739,1.09E-09,ENSMUSG00000029571,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Rpl6,0.32529893,0.76096855,0.700592838,#N/A,5204.518295,6016.127644,4766.841893,5982.742722,6629.495149,7132.443601,6538.350865,7223.743014,0.019908006,3249.833895,3365.875939,3691.295827,5835.770651,6356.902997,5273.213258,8.75E-09,491.5393534,559.0438336,503.514517,905.8587234,931.3368461,689.9751614,0.001687617,ENSMUSG00000029614,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Wasf3,0.439912353,-0.712159196,-0.964504523,#N/A,1430.025077,1146.67707,1357.497897,1095.6502,1711.482513,1635.485403,1611.785327,1867.721153,0.002971411,931.9746629,953.8705516,1039.093491,593.9419342,545.0413219,645.8895166,5.88E-07,1403.788605,1446.049462,1617.599208,709.2179007,754.5346452,823.6455631,5.71E-08,ENSMUSG00000029636,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Flt1,-0.760121323,-0.569616285,-0.763794669,#N/A,53650.67597,56545.84029,62006.67304,67039.92553,38199.58392,37675.53832,28389.91178,36994.00823,1.40E-07,69295.23489,55500.80817,76411.08059,44417.53994,53003.83424,38150.2926,0.009676042,53336.28668,67224.2269,57393.59632,26971.25525,46765.07507,31065.59106,0.001430148,ENSMUSG00000029648,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Hsph1,2.300975065,0.589557189,-0.808976702,#N/A,1021.88819,905.822526,1216.741835,2080.002044,7642.269337,3291.481843,8682.400184,6127.052164,1.63E-13,626.0132185,776.6727874,987.7673,1170.414988,1266.98202,1158.692288,0.010568591,1856.073079,1881.214264,2318.754937,1263.745021,1098.316702,1094.917849,1.70E-05,ENSMUSG00000029657,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0
Zkscan1,-0.467128584,-0.413425778,-0.666204724,#N/A,691.8229428,713.8370195,758.1963133,747.158629,483.4496995,485.7877434,538.5112217,599.8332581,0.000582239,686.4003456,606.5276705,713.3293014,494.9516118,502.0117439,508.1493891,0.010609837,2260.569006,2873.040611,2483.455947,1472.184293,1621.579782,1705.280492,0.000424002,ENSMUSG00000029729,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Asns,2.80090134,1.368765286,0.671693983,#N/A,379.5363854,461.6378769,428.7981064,431.509196,2925.400006,2797.057873,2462.658046,3669.795319,1.37E-78,282.8130456,384.3692796,297.4824106,876.9377969,944.7382914,672.8791362,8.17E-11,195.4210277,217.5824012,214.1113133,394.5925843,316.1009046,289.9468271,0.015197818,ENSMUSG00000029752,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Akr1b8,0.95996988,1.708237485,3.722310723,#N/A,47.15217823,55.85032915,57.31819019,48.35092471,70.57659847,100.3961336,118.697369,117.1348208,0.000277747,58.37422294,65.23698781,70.18070954,237.5767737,240.0094242,156.3536582,4.27E-10,10.2404032,20.64650522,12.94079366,280.5409071,147.3351674,158.2421666,4.71E-19,ENSMUSG00000029762,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ahcyl2,-0.325771227,-0.765321966,-0.534161539,#N/A,1387.510818,1248.778453,1253.01917,1172.281854,1116.286532,1047.142469,972.0689802,902.3242788,0.022603618,1041.677944,1364.687259,1314.578962,698.7552167,662.6555019,827.3714413,3.92E-05,1820.231668,1816.892459,1778.77091,1009.42289,1592.112748,1135.215543,0.030833488,ENSMUSG00000029772,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Gars1,0.933793871,0.686416752,0.474847572,#N/A,2376.160588,2930.396958,2743.292116,3430.17881,5093.277856,5405.198291,5590.021359,5838.720298,2.11E-11,1733.11055,1779.030289,2117.990966,3031.433048,3419.417136,2608.686333,8.59E-05,1149.485259,1201.467784,1132.907663,1726.506424,1776.951413,1339.652628,0.032085377,ENSMUSG00000029777,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Tra2a,2.162117434,0.450785686,1.19606867,#N/A,539.5445968,597.7730542,626.1468119,1054.597528,3553.531733,1904.287954,4465.519968,2686.377703,9.34E-15,592.8002985,543.0538445,569.8254625,709.2365449,856.7667096,763.1547602,0.00587858,1099.989977,951.3274328,1112.908255,2752.971518,2164.48755,2332.351935,1.70E-11,ENSMUSG00000029817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Ptn,-1.290623822,-0.900586946,-1.550721044,#N/A,21720.92145,27623.22374,16882.74643,30737.50389,9018.513007,9165.195425,11453.67139,9998.937229,4.01E-11,9530.095122,12173.75087,11261.3852,5312.868831,4475.076117,7869.800796,0.000401541,10174.69394,12858.00817,10017.35073,3467.433174,3921.794274,3891.184707,1.51E-20,ENSMUSG00000029838,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Clec5a,1.847778721,1.76471143,2.815948429,#N/A,17.00570362,30.54314876,27.57077503,27.36844795,70.57659847,110.1118885,64.97119148,122.2836041,1.73E-08,21.13549451,37.02639849,21.99693881,102.4840984,66.93489919,105.1664487,1.27E-05,14.50723786,27.79337241,29.41089468,153.3798417,175.0163201,172.0023551,1.64E-14,ENSMUSG00000029915,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Mkrn1,-0.667586667,-0.346725525,-0.589818863,#N/A,1802.604584,2309.934707,2042.413992,2514.248085,1340.955371,1462.760872,1304.421614,1347.694037,2.89E-06,1471.432999,1578.02984,1666.529983,1265.911534,1141.718138,1301.085799,0.022741667,675.013244,721.8335863,777.6240554,428.6769936,471.4725357,542.5445714,0.008713761,ENSMUSG00000029922,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Prickle2,0.382332329,-0.742798877,-2.061166763,#N/A,422.823631,417.1321459,397.5995978,343.9301626,494.0361893,464.197177,514.7717479,590.8228873,0.020925674,513.2905811,429.3299063,487.0750737,249.2226939,235.22836,368.5479086,0.00374309,2006.265659,1901.860769,2222.287202,481.1145463,366.9985079,621.1742194,8.64E-23,ENSMUSG00000030020,338.8921364,322.7680167,52.58850918,179.7253234,4.059585375,365.7283622,217.3863026,343.6897103,3.687349786,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0
Mogs,0.616731284,0.971342827,1.096897876,#N/A,282.1400828,373.4990762,356.968982,411.4390008,612.84013,484.708215,568.4979254,516.165529,0.000428393,332.1291995,402.8824788,310.0520899,730.1992014,721.9406984,600.2863663,1.03E-07,128.8584069,150.8783074,144.7016018,365.7519303,238.4150891,305.6727567,7.90E-05,ENSMUSG00000030036,154.4807459,356.9654988,380.6406379,125.8077264,168.472793,266.869015,208.1111537,228.3497736,0,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0
Gxylt2,-0.818755063,-1.042197783,-1.253616312,#N/A,62.61190879,75.0488798,50.78826979,62.94743028,25.8780861,35.62443451,46.22950163,34.75428749,0.013166068,66.4258399,110.1976146,87.98775524,50.07745719,35.37987528,43.74179723,0.007276145,103.2573989,171.5248126,96.46773456,58.99224682,43.75408002,54.05788302,0.002742696,ENSMUSG00000030074,0,0,0,1.497711029,10.14896344,0,3.478180841,8.155349059,0,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Sec61a1,0.787419957,0.404033314,0.702185333,#N/A,2367.657736,3062.168828,2500.959514,2941.195873,4554.543154,4268.454972,4934.062214,5005.904594,2.58E-09,2432.594773,2589.203151,2536.980276,3463.496691,3366.825429,3173.606991,0.000346745,627.2246958,788.5376801,612.9230452,1267.677837,970.626224,1067.397472,0.001484416,ENSMUSG00000030082,2206.178153,1601.660158,1645.269073,6789.124093,3980.42346,1892.157661,5572.625404,5063.306716,3163.746116,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0
Klf15,1.370840808,-0.729391159,-1.695655727,#N/A,167.7380766,136.1351773,274.9822036,355.7898233,596.372257,573.2295372,654.7096987,592.1100831,9.65E-07,624.0003142,515.7248361,689.2374161,451.8617068,223.7538059,428.111207,0.041111221,169.8200197,146.9078256,122.3493219,41.95004218,47.32584165,46.19491821,9.35E-07,ENSMUSG00000030087,0.965504662,0,0.834738241,0,0,5.634470565,0,0,0,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Grip2,0.638564365,-0.942633111,-2.090956214,#N/A,263.5884062,229.5099464,273.5311102,153.2633085,328.1811829,329.2561372,374.833797,402.8922957,0.005319012,296.9033753,290.0401215,296.4349373,160.7136998,113.7893286,185.2046308,0.000116212,291.8514911,306.5211929,275.2859742,38.01722573,67.86347105,97.30418943,8.31E-11,ENSMUSG00000030098,2.896513986,5.153045259,18.3642413,0,57.84909159,0,0,1.165049866,0,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
Itpr1,0.397753075,-0.808722171,-1.227887471,#N/A,2592.596816,2464.395774,3462.308906,2329.967202,3746.441102,3240.744012,3547.177166,3762.473419,0.028608756,3844.647097,4024.416883,3739.479598,2091.607282,1966.929823,2567.736565,7.87E-08,9627.685738,10584.51031,12486.68945,4134.701033,4843.308776,4979.222461,8.72E-13,ENSMUSG00000030102,192.1354277,26.70214361,287.1499549,161.7527911,222.2622993,250.4778279,131.0114783,326.2139623,247.0524357,#N/A,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0
Ret,-2.311833962,-0.430387422,-1.145349123,#N/A,1517.372555,2055.990242,1855.222941,1230.667876,350.530439,429.6522708,262.3836579,297.3422374,3.91E-29,653.1874257,840.1466133,763.6080187,609.0816305,528.7857036,538.8617148,0.029689199,701.4676189,1003.737792,545.8662053,207.1283333,400.9302434,407.8912991,0.000297307,ENSMUSG00000030110,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
A2m,1.799886647,0.433533283,1.538600732,#N/A,74.20670672,67.19492726,106.6553666,46.52636151,243.4892647,300.1088726,213.6552643,272.8855166,1.09E-12,288.8517584,327.06652,346.7136546,456.5200749,460.8945915,383.4387332,0.038867162,203.1013301,231.8761355,263.5216164,908.480601,641.1312133,479.6408529,5.33E-09,ENSMUSG00000030111,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Clec4e,7.606940957,4.327719518,6.754074116,#N/A,1.545973057,3.490645572,2.902186845,1.824563197,341.1202259,384.3120814,406.0699467,773.6046955,1.03E-50,4.025808479,7.934228248,6.28483966,160.7136998,76.49702764,133.0867448,5.57E-17,0,0.794096355,1.176435787,53.74849155,58.93406696,85.50974223,4.34E-08,ENSMUSG00000030142,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Clec4d,6.011038049,3.372633473,5.568160938,#N/A,1.545973057,1.745322786,7.981013825,12.77194238,330.5337362,262.3253814,332.3526333,616.5668039,1.19E-18,14.09032968,22.03952291,48.18377073,379.657001,241.9218499,247.5599588,2.30E-16,0.853366933,0,0,23.59689873,16.07292735,7.862964802,0.001884631,ENSMUSG00000030144,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
Gabarapl1,-0.37459954,-0.372464017,-0.929330703,#N/A,3804.639692,4449.700443,3190.22889,4035.021509,2888.935431,3102.564388,2999.919822,2946.391261,0.01175348,2295.717285,2477.242375,2688.863901,2039.200641,1787.161808,1938.599226,0.013354578,873.8477394,1238.790313,847.0337669,504.711445,490.2242843,560.2362422,3.50E-05,ENSMUSG00000030161,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Klra2,5.25197192,2.897639166,4.376002752,#N/A,8.502851811,5.235968358,4.353280268,2.736844795,123.5090473,179.2017009,211.1563723,289.6190624,1.28E-37,4.025808479,11.46055191,12.56967932,73.36929775,55.46034504,80.96885871,2.70E-09,23.04090719,6.352770837,5.882178937,235.9689873,183.0527837,328.2787805,3.39E-23,ENSMUSG00000030187,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
Ybx3,0.977937232,0.954256286,0.554951128,#N/A,3095.811046,3839.710129,3583.475207,3802.389702,7254.098046,6700.632273,6568.337569,7683.271926,1.28E-16,2202.117238,2195.136482,2619.730665,4845.867428,5001.949395,3747.834414,2.70E-08,1011.239816,1210.996941,1005.852598,1768.456466,1481.388138,1496.911924,0.007251195,ENSMUSG00000030189,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Etv6,1.708107327,0.487742314,0.88242889,#N/A,701.0987812,806.3391272,600.0271303,881.264024,2411.367114,2056.501447,2567.611509,2724.993578,1.61E-27,936.0004713,936.2389332,837.9786214,1425.460642,1105.382049,1272.234826,0.005180204,613.5708248,670.2173233,521.1610538,1030.397911,1161.715471,1138.164155,5.73E-06,ENSMUSG00000030199,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
Lrp6,-1.066414447,-0.70129694,-0.567853806,#N/A,2301.180895,2515.882796,2624.302455,2895.581793,1253.910899,1214.469358,1298.174384,1168.773816,8.97E-21,2930.788573,2823.703675,2722.383046,1690.987624,1602.612729,1919.055019,4.53E-08,5204.684924,5878.695313,5102.20201,3821.386655,3515.506388,3584.529079,0.000948362,ENSMUSG00000030201,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Plbd1,0.889089542,1.996338685,3.466599959,#N/A,41.74127253,65.44960448,33.37514872,58.38602229,64.69521526,92.8394354,134.9401669,74.6573583,0.016680968,42.27098903,77.57912064,73.32312937,320.2628076,180.7242278,271.7575488,2.30E-09,19.62743946,26.99927606,34.11663783,242.5236814,279.4903479,358.7477691,2.18E-27,ENSMUSG00000030214,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
