Genes,LB-Log2FC,LB-Padj,M_Log2FC,S_Log2FC,GB_log2FC,H-Control-1 Counts,H-Control-2 Counts,H-Control-3 Counts,H-Lung_Brain-1 Counts,H-Lung_Brain-2 Counts,H-Lung_Brain-3 Counts,H-Lung_Brain-4 Counts,H-Lung_Brain-5 Counts,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,rMSG,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,Control-H.Brain,H-Lung-Brain,H-LB-Regulated,HLB-UP,HLB-DOWN,MusGeneID,Homo_ID
Hck,1.639388654,0.71886012,3.59899366,1.712919852,3.307098768,17.81346045,7.001126128,0,35.78543446,71.13903608,2.203244779,0,19.41608445,35.5573803,47.99637662,41.35616255,38.31582713,384.6424616,494.4239699,486.0344901,611.4180206,25.16130299,72.28963515,56.56355694,197.9806447,142.475714,166.5911001,5.120201598,21.44060157,11.76435787,95.69853373,161.6222139,124.8245662,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,ENSMUSG00000003283,ENSG00000101336
Fkbp11,2.727174959,0.028132183,0.909083889,1.773221062,2.260873658,185.5568797,62.31002254,92.24296105,429.4252135,885.1193752,641.1442306,421.8718739,1370.451961,30.1464746,21.81653483,18.13866778,16.42106877,42.34595908,44.26066106,37.4833797,38.61587498,10.0645212,23.80268474,36.66156469,79.19225789,81.27809187,80.03818217,11.94713706,16.67602345,2.352871575,76.03445146,39.28937797,38.33195341,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,ENSMUSG00000003355,ENSG00000134285
Dusp3,0.11206657,0.971742651,-1.16995378,-0.426405773,-1.115776419,1876.351168,901.7450453,838.3257342,1527.762779,1843.624282,1394.653945,1136.869982,609.9886532,4965.665458,5127.758346,5324.787314,6178.883265,2369.021155,2587.62938,2308.976189,2331.111653,4161.679515,3659.442384,4339.681785,2998.824471,2933.66101,3114.974369,3392.986926,3770.369491,3437.545371,1303.073185,2051.977059,1533.278136,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000003518,ENSG00000108861
Ier3,1.425696821,0.448739878,3.016935643,0.546938004,1.304442664,295.4065525,740.7191444,568.3794218,690.9341576,715.8833525,793.9025353,931.8732037,4054.725637,812.4088412,988.7253583,905.4822957,1086.527384,8549.178628,5139.634325,7682.843392,9327.021005,1953.523564,2300.044611,2616.588245,3664.971111,3235.824269,3137.310606,40.10824585,59.55722659,42.35168834,97.00947255,193.7680686,59.95510662,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000003541,ENSG00000137331
Has1,3.544711865,0.236784498,2.741322657,2.604798236,1.281937522,5.937820151,1.400225226,1.356514133,0,3.744159794,17.62595823,1.53268619,144.0026264,3.091946113,0,0,3.649126393,5.881383206,12.95433982,8.74612193,16.73354583,7.045164838,0.881580916,4.189893107,27.95020867,27.73017252,16.75217766,46.08181438,34.14614325,48.23386728,108.8079219,129.4763592,72.73242442,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000003665,ENSG00000105509
Farsa,-0.142055594,0.958775761,0.79357586,0.722087369,1.340567956,1621.024901,1358.218469,1162.532612,1179.542974,1609.988711,1434.312351,1041.077095,990.2203071,374.8984662,461.6378769,432.4258399,470.7373047,744.5831138,723.2839735,705.9369843,840.5388788,414.6582733,416.9877735,470.3155012,711.565729,764.0140636,671.0177831,207.3681647,201.7004741,208.2291344,605.653734,476.8301781,482.5894647,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000003808,ENSG00000179115
Nfat5,0.524611408,0.824365091,-0.553687278,-0.592311247,-0.450119662,519.5592633,820.5319822,339.1285333,1092.832114,554.8844814,584.5942813,631.4667104,1164.965067,1968.023701,2243.612442,2244.115978,2510.598959,1553.861443,1321.342662,1461.851808,1772.468662,3214.60807,2313.268325,2705.623474,1779.496618,1832.103812,1848.323602,6136.561615,6567.176852,6090.408071,4238.265199,4661.148932,4856.363636,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000003847,ENSG00000102908
Nob1,-0.033297965,0.992421144,0.597108454,0.691296225,0.908343337,584.8752849,454.3730857,250.9551146,578.0724028,469.5176381,530.9819917,386.23692,135.9125912,285.2320289,380.4803674,289.4931378,351.2284154,494.0361893,458.7995354,529.7650997,491.7088081,325.0840347,352.6323666,324.7167158,623.0567349,518.2673623,480.229093,121.1781045,93.70336984,110.584964,229.4142932,178.5880817,203.4542143,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000003848,ENSG00000141101
Il7r,2.347920278,0.463002138,1.364031259,2.281478911,4.161530406,31.1735558,0,0,136.2599235,63.65071649,18.36037316,30.27055226,12.9440563,11.59479792,9.599275323,5.804373691,10.94737918,12.93904305,15.11339646,34.98448772,34.75428749,7.045164838,3.526323666,2.094946553,20.9626565,22.94910829,17.6828542,8.53366933,7.940963546,7.058614724,99.63135019,159.8363331,163.1565197,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,ENSMUSG00000003882,ENSG00000168685
Efnb3,7.787986053,0.00103286,-0.757401326,-1.065393841,-1.715534693,0,0,0,52.30178883,8.237151546,7.344149262,127.2129538,32.36014076,429.0075232,275.7610002,423.7192794,329.333657,214.0823487,259.0867965,206.1585883,182.7818083,290.8646626,435.5009727,326.8116623,132.7634912,149.1692039,220.5703392,256.0100799,181.8480652,224.6992354,58.99224682,49.11172247,93.37270703,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,ENSMUSG00000003934,ENSG00000108947
Mmd,-1.377376447,0.547097712,-0.87176196,-0.41769012,-0.940393648,2487.946643,1183.890428,7454.045161,1454.815547,1016.164968,2444.132875,2090.200792,131.0585701,1446.257794,1756.667384,1777.589443,2479.581384,989.2486552,1034.188129,1044.536848,1007.874337,1301.342591,1174.265781,1318.768855,953.8008707,884.4968821,1001.407954,821.7923565,949.7392401,789.3884133,415.5676054,525.9419006,392.1653695,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000003948,ENSG00000108960
Hlf,-2.22255639,NA,-0.985267159,-0.903126287,-1.877685476,7993.790379,5431.47365,5419.273962,1336.448341,581.8424319,580.1877917,4216.802881,12.9440563,1923.963469,2233.140505,1845.065287,2973.125729,1044.533657,1111.914168,1265.688788,1110.850004,1786.452512,1712.03014,1334.480955,808.2268673,524.9608522,1250.829266,1041.107658,1117.293571,1237.610448,300.2049894,290.2056328,333.1931335,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000003949,ENSG00000108924
Brinp2,6.231454402,0.143607557,0.594563978,-1.127433389,-2.182140726,0,0,0,0,0.748831959,30.11101198,0,46.9222041,121.3588849,70.68557284,137.8538752,87.57903344,151.7396867,157.6111345,162.4279787,160.8994791,122.7871586,111.0791955,109.9846941,64.05256153,37.29230098,56.77126875,258.5701807,205.6709558,316.4612268,64.23600209,47.32584165,60.93797722,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000004031,ENSG00000198797
Gstm7,#N/A,#N/A,-2.983667313,-1.037839631,-1.037409637,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1633.320534,2070.825486,1691.249384,2315.370697,222.3162852,328.1766088,201.1608044,221.3976832,1709.962151,1509.266529,1457.035328,894.4066773,451.3324631,932.5378899,286.7312895,322.40312,247.0515153,140.2704536,154.4786907,122.858825,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000004035,#N/A
Ppan,0.54617026,0.845307228,1.14004927,1.160800694,2.153800933,10.39118527,26.60427929,14.92165546,24.77453155,32.94860618,31.57984183,23.3734644,14.56206334,180.8788476,157.0790507,140.0305153,198.8773884,408.1679945,305.5065142,399.8227168,377.148379,209.3420409,207.1715154,238.8239071,549.6874371,529.7419164,386.2307628,90.4568949,87.350599,118.8200145,483.7364239,418.7890516,410.8399109,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004100,ENSG00000130810
Ptpn6,1.190540206,0.625787886,1.455389463,1.443640967,3.167524215,138.0543185,337.4542794,93.59947518,441.8124793,205.9287887,124.1161225,149.4369036,1247.483426,98.16928909,130.0265476,89.9677922,88.49131504,268.1910742,269.8820796,274.8781178,301.2038249,75.48390898,143.6976894,97.41501474,302.7939272,246.7029141,314.5686695,52.05538291,50.82216669,44.70455992,449.6520147,413.4314091,468.8292763,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004266,ENSG00000111679
Emg1,-0.725023564,0.768750139,0.344234158,0.637762541,0.674802922,221.1838006,334.6538289,1448.757094,433.5543021,342.2162051,349.5815049,408.8440413,487.0201184,1171.847577,1406.730166,1086.143427,1356.562737,1451.525375,1553.44125,1732.981588,1634.738708,799.1229831,1027.923349,1031.761178,1565.211685,1508.90387,1375.539921,308.0654628,262.8458934,247.0515153,443.0973206,455.3996083,408.8741697,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004268,ENSG00000126749
Utp20,0.546489447,0.846684094,0.901798837,0.891912557,0.571273632,109.8496728,446.671847,104.4515882,180.3035352,483.7454453,400.9905497,278.9488866,266.9711612,241.9447834,355.173187,327.9471135,312.9125882,555.2025746,554.8775558,593.4868452,608.8436289,364.3356673,338.5270719,300.6248304,676.6279681,627.2756267,560.2672752,571.7558451,602.7191331,582.3357147,1069.726076,672.3841276,871.8062225,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004356,ENSG00000120800
Il11,4.13356048,NA,3.869370388,7.507588796,4.195683434,0,0.700112613,0,0,5.241823711,13.21946867,0,16.18007038,6.183892226,5.235968358,5.078826979,6.385971188,78.81053495,15.11339646,83.71288133,157.0378916,8.051616958,29.97375116,6.28483966,3060.547849,3164.108306,1913.47096,0,1.588192709,2.352871575,13.10938818,46.43290124,8.845835403,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,ENSMUSG00000004371,ENSG00000095752
Bid,1.356817844,0.481701752,3.331445201,1.04800318,1.22399095,567.0618245,98.0157658,1140.828386,2381.107754,2023.343952,1118.513933,1433.827931,749.1372585,99.71526215,95.99275323,56.59264348,64.77199348,730.4677941,620.7287832,927.0889246,912.6218455,62.40003142,93.44757714,57.61103022,161.8782919,140.5632883,141.4628336,33.28131039,35.73433596,25.88158732,79.96726791,69.64935186,73.71529502,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004446,ENSG00000015475
Ndrg2,-2.705669002,0.02554229,0.594401392,-0.611222514,-1.16648207,3301.428004,2182.951127,1866.563447,279.4016614,245.6168825,188.744636,792.7819319,370.5236116,6669.327766,4519.513355,5742.70222,3945.617913,8619.755226,7529.710022,7183.064996,8191.71428,4604.518448,4832.826584,5682.542526,3471.648835,2654.446859,3772.032004,1433.656447,1494.489339,1508.190679,494.2239345,738.4617178,740.101562,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000004558,ENSG00000165795
Cd244a,#N/A,#N/A,2.03004374,2.691033135,5.03243454,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.091946113,0.872661393,2.176640134,4.561407992,4.705106564,9.715754867,12.4944599,16.73354583,5.032260599,8.815809164,17.8070457,86.17981005,34.42366244,82.83021178,4.266834665,3.176385418,0,66.85787973,104.4740278,91.40696583,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,ENSMUSG00000004709,#N/A
Ulk2,0.846496538,0.711015745,-0.697151355,-0.514624137,-0.921367069,108.3652178,131.6211712,275.372369,126.6253835,362.434668,645.5507202,233.734644,174.7447601,1726.851904,1822.116989,1829.828806,1888.422909,1165.690151,1168.049641,1117.004715,1029.756666,1783.433156,1666.187932,1460.177748,1086.564362,1029.841235,1319.699329,1423.416044,1739.865113,1532.895831,765.5882699,870.6168983,842.3201045,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000004798,ENSG00000083290
Plod3,1.009653949,0.616215141,1.547635954,0.772707748,0.608696287,2237.073742,1232.198199,287.5809962,3103.698258,2051.799567,2442.664045,1700.132157,3308.824392,1619.406777,2113.585894,1825.475526,1856.493053,5410.872549,4942.080642,5064.004597,6258.346139,1532.826578,1837.21463,1844.60044,3010.470392,3344.832534,2554.707094,401.0824585,482.8105836,365.8715299,713.1507171,606.3065374,590.7052308,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004846,ENSG00000106397
Hspb1,0.110326816,0.970634195,2.424582898,0.635737968,-1.247148907,3956.072676,7494.70552,3735.839922,4497.953839,5722.573829,4341.126629,4029.048823,8734.00199,4912.329387,6891.407021,4097.162279,6217.199093,34323.75239,23797.12225,28186.25209,32430.89901,2568.46581,2456.966014,3198.983387,4957.668262,4524.799185,3296.456294,251.7432452,424.0474533,184.7004186,77.34539028,165.1939756,118.9273426,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,ENSMUSG00000004951,ENSG00000106211
Hnrnpa2b1,0.835673531,0.667198578,0.731276254,0.41300907,0.922442762,6893.809196,8616.285926,1813.659396,9706.110916,12658.25543,10380.95498,8431.689904,10353.62703,8669.043915,10403.86913,9724.502572,11741.97645,16507.86638,15152.25948,17184.88015,18453.23946,5402.634979,5609.499371,6042.873333,6812.863362,8895.648102,6997.756881,5033.158171,5231.506784,5152.788748,11200.66126,8440.965682,9582.988353,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004980,ENSG00000122566
Mri1,-0.763392119,0.680594888,-1.178886532,0.967068032,1.414943722,197.43252,305.9492118,141.0774698,74.32359465,161.7477031,118.9752181,116.4841505,161.8007038,187.0627398,266.1617249,133.5005949,133.1931134,78.81053495,109.0323602,73.71731341,55.34942081,127.8194192,167.5003741,152.9310984,306.2877033,291.6449179,280.1336376,59.73568531,61.93951566,62.35109673,204.5064556,119.6540147,168.0708727,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000004996,ENSG00000037757
Prkacb,-2.450303421,0.09891773,-0.620600298,-0.305053611,-0.946340287,3348.930565,3079.095271,8130.945714,817.5595411,777.2875732,729.2740218,1921.605311,192.5428375,3321.523112,3469.701699,4431.639313,5491.02294,2567.811908,2621.094758,2898.714697,2782.917391,2764.723973,2531.018811,2778.946603,2149.836883,2057.770044,2326.691342,3892.206581,4279.385255,3844.592153,1727.817362,2287.713327,2217.356074,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000005034,ENSG00000142875
Cstb,0.160520214,0.953267818,-0.401045923,0.603742234,1.361880811,5018.942483,9256.188854,10074.83047,10373.6469,8889.384182,8894.499172,9765.893233,7436.360346,1140.928116,1394.512906,1139.833883,1359.299582,870.4447144,985.6093549,978.3162101,976.9816371,706.529388,854.251908,1099.846941,1326.47032,1427.625778,1288.056327,58.88231838,69.8804792,65.88040409,176.9767405,173.2304392,150.3792018,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005054,ENSG00000160213
Sh2b2,7.23585876,9.80859E-07,1.914472255,1.256543317,1.863151816,2.968910076,0.700112613,0,239.4871383,101.0923144,179.9316569,235.2673302,95.46241523,39.42231294,32.28847154,46.43498952,12.77194238,138.8006437,101.4756619,126.194045,131.2939749,37.23872843,68.76331148,54.46861039,135.0926752,129.0887341,120.9879498,11.94713706,3.176385418,19.99940838,36.70628691,37.50349716,50.12640062,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000005057,ENSG00000160999
Cd44,2.897695253,0.072335137,2.703690038,2.68232794,3.540475625,80.16057204,273.043919,52.90405119,1465.82645,1038.629927,1498.20645,106.1385187,944.9161101,34.01140725,41.88774687,45.70944281,45.61407992,223.4925618,192.1560407,343.5976472,330.809329,50.32260599,77.57912064,126.7442665,706.9073608,417.8650135,508.1493891,93.0169957,114.3498751,59.99822515,1206.063713,834.8992819,1101.797943,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005087,ENSG00000026508
Mcm5,-0.422416541,0.871975051,-1.001445912,1.080156599,2.701756864,1015.367246,516.6831083,568.3794218,514.7597111,371.4206515,948.1296698,432.2175057,344.635499,204.0684435,245.2178514,155.2669962,223.5089916,95.27840793,119.8276434,116.1984771,81.09333747,111.7161853,111.9607764,104.7473277,197.9806447,255.3088298,240.1145465,89.60352797,88.93879171,105.8792209,736.7476159,528.6207218,580.8765248,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005410,ENSG00000100297
Hmox1,1.194538759,0.544997837,1.758118622,3.899685002,1.798147523,96.48957746,118.3190316,212.9727189,152.7762779,124.3061051,612.5020485,560.9631456,179.5987812,233.4419315,309.7947945,200.2508923,348.4915706,835.1564152,820.4415221,918.3428026,1114.711591,237.5227003,391.4219269,407.4671046,6197.958772,7255.743072,2015.845379,86.19006023,61.1454193,94.11486298,321.1800105,281.2762287,233.9232029,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005413,ENSG00000100292
Ddx39a,0.294067144,0.91444184,0.825769534,1.475259417,0.761392553,1352.338539,1862.29955,3849.78711,3555.145277,3169.805681,2856.874063,1793.242843,3061.269315,602.9294921,685.0391935,675.4839882,663.228722,1186.863131,1055.778696,1133.247513,1280.759854,538.451884,581.8434048,506.9770659,1530.273924,1675.284905,1321.560682,292.704858,312.0798673,264.6980521,470.6270358,537.5501259,466.8635351,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005481,ENSG00000123136
Igf1r,-1.818478861,0.210091245,-1.917942985,-0.927189808,-0.792248729,3055.008468,2560.311825,686.3961513,584.9542171,261.3423536,516.2936931,916.1631702,698.9790403,5243.940608,5260.402877,7225.719698,7477.05998,1796.174431,2004.684088,1350.651115,1517.603887,9514.99834,7191.937116,8182.861238,4387.018169,4166.219368,4535.186764,7763.932356,8786.676163,8287.990122,4718.068807,5360.321272,4263.692664,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000005533,ENSG00000140443
Mthfd2,4.442341229,0.014235658,3.857978627,1.823750392,2.258098187,34.14246587,51.80833335,0,261.5089441,995.9465051,396.5840602,195.0343177,1278.22556,71.88774713,78.53952537,42.80725597,35.57898233,790.4579028,680.1028407,758.4137159,1090.25487,76.4903611,114.6055191,135.1240527,449.5325227,405.4342465,300.6085214,39.25487892,62.73361201,32.94020204,247.7674366,211.6268768,193.6255083,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,ENSMUSG00000005667,ENSG00000065911
Kit,0.867700053,0.817039591,3.317133589,2.181219914,2.536748371,163.2900542,99.41599102,1608.825762,421.1670363,228.3937474,1916.088543,2716.303101,407.7377735,72.66073366,88.1388007,81.98677838,102.175539,843.3903517,808.5667106,875.861639,898.4626913,156.0000786,178.0793451,230.4441209,1044.639049,1203.871973,311.7766398,193.7142938,200.9063777,177.6418039,1304.384124,1126.890796,896.3779875,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005672,ENSG00000157404
Ranbp1,0.519501779,0.83839465,0.739647865,1.018057932,0.965390203,797.1523553,718.3155408,2084.962223,2098.953367,1853.359098,2435.319895,1235.728241,977.2762508,401.9529947,498.2896554,568.8286217,582.9479413,775.1663065,758.908408,913.3450187,979.5560288,253.6259342,256.5400467,317.3844028,598.6003023,594.7643899,482.0904461,116.0579029,167.5543308,142.3487303,394.5925843,195.5539495,244.7347795,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005732,ENSG00000099901
Mmp8,4.371161465,NA,5.764608129,2.940712335,5.1103021,0,0,0,0,16.47430309,0,0,4.854021113,1.545973057,4.363306965,11.60874738,5.47368959,203.4958589,467.4357619,298.6175916,299.916629,9.058069077,46.72378857,46.08882418,303.9585192,308.8567491,171.2444828,0,0.794096355,0,5.243755273,15.17998694,13.7601884,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,ENSMUSG00000005800,ENSG00000118113
Rsl1d1,0.914429203,0.637796183,0.803678505,0.619013895,0.834574496,1095.527818,1932.310811,340.4850474,2721.069382,2579.726098,1790.50359,1790.17747,1702.143404,738.2021345,842.9909057,800.2780226,913.1938799,1415.060799,1204.753604,1463.101254,1668.205799,806.1681479,839.2650324,872.5452395,1395.181249,1350.172538,1123.32658,450.5777406,486.7810653,582.3357147,1092.012036,881.3321832,736.1700796,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000005846,ENSG00000171490
Ncoa2,0.749503694,0.759806715,-0.502650972,-0.431730236,-0.710287372,240.4817161,286.3460586,120.7297578,476.2215509,201.4357969,150.5550599,236.4168449,752.3732726,842.5553158,808.08445,830.7509845,832.0008177,581.0806607,538.684631,585.9901693,634.5875456,982.2972688,890.3967256,842.1685145,654.5007196,655.962012,701.7301088,1411.468907,1372.992597,1338.783926,810.1601897,845.6145669,863.9432577,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000005886,ENSG00000140396
Htra1,2.863647615,0.155410117,-1.122635646,-0.400456926,-1.606663921,572.9996446,1834.295046,2727.949922,15237.71327,17432.808,16173.28551,13349.69672,101.9344434,3953.826092,4436.610522,2609.065974,3140.073261,1650.316127,1663.553139,1670.509289,1508.593516,1638.504051,1779.91187,1885.451898,1207.681933,1285.150064,1523.517491,1315.891811,1641.397165,1379.959179,380.1722573,444.6843234,597.585325,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000006205,ENSG00000166033
Pgrmc1,-1.246275192,0.372574255,-0.330852061,-0.403642225,-0.834931462,5553.346297,4172.671172,6751.37084,2952.298343,1495.417422,3240.238655,2683.733519,1203.797236,4545.933773,5331.961112,4895.263661,5501.970319,3826.427914,3906.812985,4031.96221,4354.583502,3983.53749,4291.535901,4241.219297,3112.95449,3079.005363,3269.466674,4455.428757,5444.324607,4304.578546,2429.16963,3090.466754,2442.433442,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000006373,ENSG00000101856
Adamts4,5.915316848,0.00065809,6.42060747,2.796000493,2.440165349,2.968910076,18.90304055,151.9295829,6606.541746,4991.713837,4869.905376,720.3625094,273.4431894,251.9936082,61.08629751,147.2859824,50.17548791,8397.438941,6490.124251,8922.293814,19954.1098,160.025887,126.066071,737.4211868,2569.090013,3338.139044,1199.642056,118.6180037,103.2325261,151.7602166,814.0930061,625.9512264,578.9107836,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,ENSMUSG00000006403,ENSG00000158859
Srm,2.39906242,0.050791423,0.819093319,1.705819016,1.199260992,347.3624789,1114.57928,383.8934997,3328.045405,3305.344266,4734.773029,3014.027393,1852.618058,414.3207792,461.6378769,401.9528781,447.0179832,819.8648189,676.8642558,778.4048517,767.1687164,323.0711304,322.6586154,293.2925175,1184.390092,962.9063354,919.5084184,30.72120959,38.91072137,30.58733047,89.14383964,81.25757717,60.93797722,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000006442,ENSG00000116649
Cdk4,-0.539692105,0.846464049,-0.455107204,0.680625769,0.992697613,948.5667692,1085.874663,3708.70964,1072.186671,1634.700166,1675.934862,1635.759337,564.6844562,1771.685123,2195.616065,1544.688948,1864.703587,1320.958668,1405.545871,1326.911641,1325.811708,1332.542607,1548.056089,1222.401314,2253.485574,2220.326227,2106.121003,249.1831444,301.7566147,175.2889323,563.7036918,433.0760981,455.0690879,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000006728,ENSG00000135446
Mettl1,1.892193974,0.223645737,1.618705388,2.156149654,1.381468846,92.03621235,129.5208334,32.55633919,136.2599235,661.9674515,199.026445,358.265397,218.4309501,74.20670672,95.99275323,68.92693758,75.71937266,231.7264983,225.6214186,276.1275638,231.6952499,49.31615387,78.46070156,53.42113711,276.0083106,287.8200665,248.4906353,20.48080639,26.99927606,28.2344589,87.83290082,40.18231838,69.78381262,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000006732,ENSG00000037897
